match_id,team_tag,region,team_slot,score_gap_scaled,xp_gap_scaled,gold_adv_scaled,total_dmg_scaled,total_heal_scaled,total_kda_scaled,total_wards_scaled,total_score
4969351370,Mineski,Southeast Asia,dire,0.166666667,0.388001848,0.381969657,0.190684848,0.046892634,0.055555556,0.35,1.57977121
4969357844,Alliance,Europe,radiant,0.939393939,0.74080832,0.56160641,0.381585256,0.038541118,0.430555556,0.45,3.542490599
4969357844,TNC,Southeast Asia,dire,0.060606061,0.25919168,0.43839359,0.205443254,0.007523888,0.027777778,0.45,1.448936251
4969402562,VG,China,radiant,0.5,0.657660782,0.544844641,0.571630858,0.057708224,0.208333333,0.675,3.215177838
4969402562,Infamous,South America,dire,0.5,0.342339218,0.455155359,0.572452215,0.139869084,0.222222222,0.65,2.882038097
4969405346,VP,CIS,radiant,0.257575758,0.253447643,0.401639736,0.166181657,0,0.041666667,0.425,1.54551146
4969405346,Na`Vi,CIS,dire,0.742424242,0.746552357,0.598360264,0.303664143,0.020126401,0.486111111,0.475,3.372238519
4969405883,NiP,Europe,radiant,0.424242424,0.418904064,0.54333314,0.359490387,0.014107291,0.125,0.45,2.335077307
4969405883,OG,Europe,dire,0.575757576,0.581095936,0.45666686,0.381016624,0.406026635,0.277777778,0.475,3.153341408
4969415357,EG,North America,radiant,0.833333333,0.549551218,0.526455499,0.402613475,0.508991047,0.458333333,0.475,3.754277906
4969415357,RNG,China,dire,0.166666667,0.450448782,0.473544501,0.376924706,0.012978707,0.069444444,0.475,2.025007808
4969485474,NiP,Europe,radiant,0.575757576,0.471156155,0.545389324,0.26204254,0.07211647,0.180555556,0.35,2.45701762
4969485474,OG,Europe,dire,0.424242424,0.528843845,0.454610676,0.299111374,0.274114062,0.180555556,0.375,2.536477937
4969495247,VG,China,radiant,0.803030303,0.636626076,0.550188017,0.311323945,0.069878113,0.694444444,0.4,3.465490898
4969495247,Infamous,South America,dire,0.196969697,0.363373924,0.449811983,0.20722348,0.067075465,0.041666667,0.35,1.676121215
4969496405,RNG,China,radiant,0.257575758,0.434249437,0.396189817,0.140098934,0.031995335,0.027777778,0.35,1.637887059
4969496405,EG,North America,dire,0.742424242,0.565750563,0.603810183,0.247949396,0.088687834,0.597222222,0.375,3.22084444
4969499647,Na`Vi,CIS,radiant,0.787878788,0.683812067,0.579036958,0.409537401,0.076706042,0.333333333,0.625,3.495304589
4969499647,VP,CIS,dire,0.212121212,0.316187933,0.420963042,0.379652652,0.064216387,0.069444444,0.6,2.062585671
4969560020,CHAOS,Europe,radiant,0.015151515,0.180215806,0.289717055,0.312598721,0.005981491,0.027777778,0.45,1.281442366
4969560020,Mineski,Southeast Asia,dire,0.984848485,0.819784194,0.710282945,0.406422936,0.103227748,0.666666667,0.475,4.166232974
4969565764,TNC,Southeast Asia,radiant,0.333333333,0.281645757,0.323080404,0.250900333,0.01147393,0.069444444,0.55,1.819878201
4969565764,Newbee,North America,dire,0.666666667,0.718354243,0.676919596,0.303697592,0.061206832,0.638888889,0.575,3.640733819
4969568760,Liquid,Europe,radiant,0.409090909,0.416540655,0.44863939,0.436653324,0.027198856,0.138888889,0.5,2.377012024
4969568760,PSG.LGD,China,dire,0.590909091,0.583459345,0.55136061,0.388178409,0.165299827,0.347222222,0.525,3.151429504
4969584026,KG,China,radiant,0.212121212,0.322720344,0.386541516,0.210724466,0.008182229,0.041666667,0.4,1.581956434
4969584026,Alliance,Europe,dire,0.787878788,0.677279656,0.613458484,0.253847555,0.122037469,0.569444444,0.4,3.423946396
4969641209,Mineski,Southeast Asia,radiant,0.53030303,0.587141663,0.648957355,0.353276322,0.12670228,0.222222222,0.55,3.018602872
4969641209,CHAOS,Europe,dire,0.46969697,0.412858337,0.351042645,0.377623417,0.030546987,0.125,0.525,2.291768356
4969661339,Alliance,Europe,radiant,0.757575758,0.60408286,0.546573191,0.499886645,0.240519901,0.375,0.5,3.523638355
4969661339,KG,China,dire,0.242424242,0.39591714,0.453426809,0.422805472,0.007053645,0.111111111,0.475,2.10773842
4969661567,Newbee,North America,radiant,0.257575758,0.350066211,0.431362214,0.158339744,0.057576556,0.027777778,0.425,1.707698261
4969661567,TNC,Southeast Asia,dire,0.742424242,0.649933789,0.568637786,0.23987334,0.125159883,0.652777778,0.4,3.378806818
4969674124,Liquid,Europe,radiant,0.363636364,0.352873002,0.526083447,0.335671041,0.066642841,0.125,0.475,2.244906695
4969674124,PSG.LGD,China,dire,0.636363636,0.647126998,0.473916553,0.428800262,0.035531563,0.416666667,0.5,3.138405678
4969729714,Fnatic,Southeast Asia,radiant,0.560606061,0.535405222,0.478386427,0.32982863,0.012564894,0.263888889,0.425,2.605680122
4969729714,Infamous,South America,dire,0.439393939,0.464594778,0.521613573,0.246830715,0.044710706,0.263888889,0.4,2.3810326
